epoch,loss,accuracy
1,2.3054001331329346,0.0
1,1.3597760200500488,1.0660980810234542
1,0.8428844809532166,2.1321961620469083
1,0.5870470404624939,3.1982942430703623
1,0.3686057925224304,4.264392324093817
1,0.4685201346874237,5.330490405117271
1,0.26267939805984497,6.3965884861407245
1,0.2828795909881592,7.462686567164179
1,0.6013150811195374,8.528784648187633
1,0.21643628180027008,9.594882729211088
1,0.24565163254737854,10.660980810234541
1,0.33039966225624084,11.727078891257996
1,0.18661922216415405,12.793176972281449
1,0.19751185178756714,13.859275053304904
1,0.28026309609413147,14.925373134328359
1,0.10321404784917831,15.991471215351812
1,0.2729273736476898,17.057569296375267
1,0.09813213348388672,18.12366737739872
1,0.4551410973072052,19.189765458422176
1,0.26448655128479004,20.255863539445627
1,0.2648709714412689,21.321961620469082
1,0.20965774357318878,22.388059701492537
1,0.14499294757843018,23.454157782515992
1,0.3835965394973755,24.520255863539447
1,0.18041883409023285,25.586353944562898
1,0.11887963861227036,26.652452025586353
1,0.16945485770702362,27.718550106609808
1,0.06961158663034439,28.784648187633262
1,0.2219247668981552,29.850746268656717
1,0.20296868681907654,30.916844349680172
1,0.2680565118789673,31.982942430703623
1,0.06185176223516464,33.04904051172708
1,0.05289193242788315,34.11513859275053
1,0.26753416657447815,35.18123667377399
1,0.012827589176595211,36.24733475479744
1,0.06475886702537537,37.3134328358209
1,0.24677084386348724,38.37953091684435
1,0.18089188635349274,39.44562899786781
1,0.010619204491376877,40.511727078891255
1,0.09856131672859192,41.57782515991471
1,0.095667764544487,42.643923240938165
1,0.10029581189155579,43.71002132196162
1,0.3319295644760132,44.776119402985074
1,0.23222368955612183,45.84221748400853
1,0.11378239840269089,46.908315565031984
1,0.1298159807920456,47.97441364605544
1,0.04719381779432297,49.04051172707889
1,0.12945951521396637,50.10660980810235
1,0.039807628840208054,51.172707889125796
1,0.14206494390964508,52.23880597014925
1,0.19679982960224152,53.304904051172706
1,0.13898926973342896,54.37100213219616
1,0.0623713955283165,55.437100213219615
1,0.019322426989674568,56.50319829424307
1,0.019376462325453758,57.569296375266525
1,0.1896732896566391,58.63539445628998
1,0.1807522475719452,59.701492537313435
1,0.04247930273413658,60.76759061833689
1,0.11650456488132477,61.833688699360344
1,0.12640787661075592,62.89978678038379
1,0.1326587200164795,63.96588486140725
1,0.04823965206742287,65.0319829424307
1,0.024430396035313606,66.09808102345416
1,0.09780009090900421,67.16417910447761
1,0.09834397584199905,68.23027718550107
1,0.14329326152801514,69.29637526652452
1,0.07713633030653,70.36247334754798
1,0.09428446739912033,71.42857142857143
1,0.21420139074325562,72.49466950959489
1,0.0505429245531559,73.56076759061834
1,0.15469424426555634,74.6268656716418
1,0.21453621983528137,75.69296375266525
1,0.12584486603736877,76.7590618336887
1,0.14658448100090027,77.82515991471216
1,0.13332177698612213,78.89125799573561
1,0.06948389858007431,79.95735607675905
1,0.04056720435619354,81.02345415778251
1,0.09246484190225601,82.08955223880596
1,0.08622559905052185,83.15565031982942
1,0.07391932606697083,84.22174840085287
1,0.2581835985183716,85.28784648187633
1,0.020513011142611504,86.35394456289978
1,0.02251897007226944,87.42004264392324
1,0.16661258041858673,88.4861407249467
1,0.042611755430698395,89.55223880597015
1,0.08724524825811386,90.6183368869936
1,0.03470499441027641,91.68443496801706
1,0.08130417764186859,92.75053304904051
1,0.09740328043699265,93.81663113006397
1,0.07853998988866806,94.88272921108742
1,0.14593754708766937,95.94882729211088
1,0.02953328751027584,97.01492537313433
1,0.02512127161026001,98.08102345415779
1,0.001095515675842762,99.14712153518124
2,0.11981062591075897,0.0
2,0.05225071683526039,1.0660980810234542
2,0.061718136072158813,2.1321961620469083
2,0.11204636096954346,3.1982942430703623
2,0.042878445237874985,4.264392324093817
2,0.06234079971909523,5.330490405117271
2,0.011784810572862625,6.3965884861407245
2,0.09652687609195709,7.462686567164179
2,0.12532071769237518,8.528784648187633
2,0.1169586107134819,9.594882729211088
2,0.22363613545894623,10.660980810234541
2,0.18586306273937225,11.727078891257996
2,0.08935930579900742,12.793176972281449
2,0.024031948298215866,13.859275053304904
2,0.1107306107878685,14.925373134328359
2,0.05059098079800606,15.991471215351812
2,0.11773449182510376,17.057569296375267
2,0.045379940420389175,18.12366737739872
2,0.14091229438781738,19.189765458422176
2,0.044536884874105453,20.255863539445627
2,0.142515629529953,21.321961620469082
2,0.014222980476915836,22.388059701492537
2,0.023316530510783195,23.454157782515992
2,0.08965984731912613,24.520255863539447
2,0.09043656289577484,25.586353944562898
2,0.10984626412391663,26.652452025586353
2,0.12442021071910858,27.718550106609808
2,0.009679869748651981,28.784648187633262
2,0.049690116196870804,29.850746268656717
2,0.06433459371328354,30.916844349680172
2,0.06603419780731201,31.982942430703623
2,0.1561322808265686,33.04904051172708
2,0.019313804805278778,34.11513859275053
2,0.08675965666770935,35.18123667377399
2,0.0041107237339019775,36.24733475479744
2,0.012924092821776867,37.3134328358209
2,0.059443797916173935,38.37953091684435
2,0.04193597659468651,39.44562899786781
2,0.0022402184549719095,40.511727078891255
2,0.009959784336388111,41.57782515991471
2,0.03822651132941246,42.643923240938165
2,0.03647246211767197,43.71002132196162
2,0.1835794746875763,44.776119402985074
2,0.07877500355243683,45.84221748400853
2,0.10133055597543716,46.908315565031984
2,0.010678326711058617,47.97441364605544
2,0.059033919125795364,49.04051172707889
2,0.03179599717259407,50.10660980810235
2,0.061277423053979874,51.172707889125796
2,0.07337489724159241,52.23880597014925
2,0.12711144983768463,53.304904051172706
2,0.079109787940979,54.37100213219616
2,0.03607818856835365,55.437100213219615
2,0.005074069369584322,56.50319829424307
2,0.006229216232895851,57.569296375266525
2,0.09737949073314667,58.63539445628998
2,0.04778064414858818,59.701492537313435
2,0.04476967081427574,60.76759061833689
2,0.04212971776723862,61.833688699360344
2,0.06403457373380661,62.89978678038379
2,0.06527955085039139,63.96588486140725
2,0.0011655638227239251,65.0319829424307
2,0.032624587416648865,66.09808102345416
2,0.06884085386991501,67.16417910447761
2,0.033327825367450714,68.23027718550107
2,0.044992558658123016,69.29637526652452
2,0.017518503591418266,70.36247334754798
2,0.0795540064573288,71.42857142857143
2,0.047428909689188004,72.49466950959489
2,0.004447941202670336,73.56076759061834
2,0.07876847684383392,74.6268656716418
2,0.10097496211528778,75.69296375266525
2,0.10048750787973404,76.7590618336887
2,0.11223520338535309,77.82515991471216
2,0.0716642290353775,78.89125799573561
2,0.0587109737098217,79.95735607675905
2,0.04468739405274391,81.02345415778251
2,0.018340494483709335,82.08955223880596
2,0.03315478563308716,83.15565031982942
2,0.06293977051973343,84.22174840085287
2,0.1407826840877533,85.28784648187633
2,0.0294693224132061,86.35394456289978
2,0.015852531418204308,87.42004264392324
2,0.03425368294119835,88.4861407249467
2,0.10906919836997986,89.55223880597015
2,0.028927577659487724,90.6183368869936
2,0.04099055752158165,91.68443496801706
2,0.09985213726758957,92.75053304904051
2,0.031977780163288116,93.81663113006397
2,0.04193064197897911,94.88272921108742
2,0.024089990183711052,95.94882729211088
2,0.012465613894164562,97.01492537313433
2,0.04770603030920029,98.08102345415779
2,0.004031775984913111,99.14712153518124
3,0.03304794803261757,0.0
3,0.014819887466728687,1.0660980810234542
3,0.019339939579367638,2.1321961620469083
3,0.07465574145317078,3.1982942430703623
3,0.029496489092707634,4.264392324093817
3,0.08416591584682465,5.330490405117271
3,0.02093835547566414,6.3965884861407245
